audio_file,text,full_audio_path,translated_text
2086-149220-0010,THEY KEPT THEMSELVES ALIVE UNQUESTIONABLY AND LAID NOW AND THEN AN EGG AND HATCHED A CHICKEN NOT FOR ANY PLEASURE OF THEIR OWN BUT THAT THE WORLD MIGHT NOT ABSOLUTELY LOSE WHAT HAD ONCE BEEN SO ADMIRABLE A BREED OF FOWLS,/content/audios/2086-149220-0010.flac," They kept themselves alive unquestionably, and laid now and then an egg, and hatched at chicken, not for any pleasure of their own, but that the world might not absolutely lose what had once been so admirable a breed of fowls."
2086-149220-0011,THE DISTINGUISHING MARK OF THE HENS WAS A CREST OF LAMENTABLY SCANTY GROWTH IN THESE LATTER DAYS BUT SO ODDLY AND WICKEDLY ANALOGOUS TO HEPZIBAH'S TURBAN THAT PHOEBE TO THE POIGNANT DISTRESS OF HER CONSCIENCE BUT INEVITABLY WAS LED TO FANCY A GENERAL RESEMBLANCE BETWIXT THESE FORLORN BIPEDS AND HER RESPECTABLE RELATIVE,/content/audios/2086-149220-0011.flac," The distinguishing mark of the hens was the crest of lamentably scanty growth in these latter days, but so oddly and wickedly analogous to Hebsibus' turbine that Phoebe, to the poignant distress of her conscience but inevitably, was led to fancy a general resemblance between these four-law and bipeds and her respectable relative."
2086-149220-0012,THE CHICKEN CREPT THROUGH THE PALES OF THE COOP AND RAN WITH SOME SHOW OF LIVELINESS TO HER FEET WHILE CHANTICLEER AND THE LADIES OF HIS HOUSEHOLD REGARDED HER WITH QUEER SIDELONG GLANCES AND THEN CROAKED ONE TO ANOTHER AS IF COMMUNICATING THEIR SAGE OPINIONS OF HER CHARACTER,/content/audios/2086-149220-0012.flac," The chicken crept through the pales of the coop and ran, with some show of liveliness to her feet. While Shantikler and the ladies of his household regarded her with queer, side-long glances, and then croaked one to another as if communicating their sage opinions of her character."
2086-149220-0013,SO WISE AS WELL AS ANTIQUE WAS THEIR ASPECT AS TO GIVE COLOR TO THE IDEA NOT MERELY THAT THEY WERE THE DESCENDANTS OF A TIME HONORED RACE BUT THAT THEY HAD EXISTED IN THEIR INDIVIDUAL CAPACITY EVER SINCE THE HOUSE OF THE SEVEN GABLES WAS FOUNDED AND WERE SOMEHOW MIXED UP WITH ITS DESTINY,/content/audios/2086-149220-0013.flac," So wise, as well as antique, was their aspect, as to give color to the idea, not merely that they were the descendants of a time-honored race, but that they had existed in their individual capacity ever since the house of the Seven Gables was founded, and were somehow mixed up with its destiny."
2086-149220-0014,HE HELD A HOE IN HIS HAND AND WHILE PHOEBE WAS GONE IN QUEST OF THE CRUMBS HAD BEGUN TO BUSY HIMSELF WITH DRAWING UP FRESH EARTH ABOUT THE ROOTS OF THE TOMATOES,/content/audios/2086-149220-0014.flac," He held a hoe in his hand, and while Phoebe was gone in quest of the crumbs, had begun to busy himself with drawing up fresh earth about the roots of the tomatoes."
2086-149220-0015,THEY HAVE KNOWN ME MUCH LONGER BUT NEVER HONOR ME WITH ANY FAMILIARITY THOUGH HARDLY A DAY PASSES WITHOUT MY BRINGING THEM FOOD,/content/audios/2086-149220-0015.flac," They have known me much longer, but never honor me with any familiarity, though hardly a day passes without my bringing them food."
2086-149220-0016,MISS HEPZIBAH I SUPPOSE WILL INTERWEAVE THE FACT WITH HER OTHER TRADITIONS AND SET IT DOWN THAT THE FOWLS KNOW YOU TO BE A PYNCHEON,/content/audios/2086-149220-0016.flac," Ms. Hebsava, I suppose, will interweave the fact with her other traditions and set it down that the fowls know you to be a pension."
2086-149220-0017,AH BUT THESE HENS ANSWERED THE YOUNG MAN THESE HENS OF ARISTOCRATIC LINEAGE WOULD SCORN TO UNDERSTAND THE VULGAR LANGUAGE OF A BARN YARD FOWL,/content/audios/2086-149220-0017.flac," Ah, but these hens answered the young man, these hens of aristocratic lineage would scorn to understand the vulgar language of a barnyard fowl."
2086-149220-0018,I PREFER TO THINK AND SO WOULD MISS HEPZIBAH THAT THEY RECOGNIZE THE FAMILY TONE FOR YOU ARE A PYNCHEON,/content/audios/2086-149220-0018.flac," I prefer to think, and so would Miss Hebsiva, that they recognize the family tone, for you are a pension."
2086-149220-0019,MY NAME IS PHOEBE PYNCHEON SAID THE GIRL WITH A MANNER OF SOME RESERVE FOR SHE WAS AWARE THAT HER NEW ACQUAINTANCE COULD BE NO OTHER THAN THE DAGUERREOTYPIST OF WHOSE LAWLESS PROPENSITIES THE OLD MAID HAD GIVEN HER A DISAGREEABLE IDEA,/content/audios/2086-149220-0019.flac," My name is Phoebe Pension, said the girl, with a manner of some reserve, for she was aware that her new acquaintance could be no other than the daguerreotypeist, of whose lawless propensities the old made had given her a disagreeable idea."
2086-149220-0020,I TURN UP THE EARTH BY WAY OF PASTIME,/content/audios/2086-149220-0020.flac, I turn up the earth by a way of pastime.
2086-149220-0021,IT IS LIKE A BANDAGE OVER ONE'S EYES TO COME INTO IT,/content/audios/2086-149220-0021.flac, It is like a bandage over one's eyes to come into it.
2086-149220-0022,IF YOU WOULD PERMIT ME SAID THE ARTIST LOOKING AT PHOEBE I SHOULD LIKE TO TRY WHETHER THE DAGUERREOTYPE CAN BRING OUT DISAGREEABLE TRAITS ON A PERFECTLY AMIABLE FACE,/content/audios/2086-149220-0022.flac," If you would permit me, said the artist, looking at Phoebe, I should like to try whether the daguerreotype can bring out disagreeable traits on a perfectly amiable face."
2086-149220-0023,MOST OF MY LIKENESSES DO LOOK UNAMIABLE BUT THE VERY SUFFICIENT REASON I FANCY IS BECAUSE THE ORIGINALS ARE SO,/content/audios/2086-149220-0023.flac," Most of my likenesses do look unamiable, but the very sufficient reason, I fancy, is because the originals are so."
2086-149220-0024,THERE IS A WONDERFUL INSIGHT IN HEAVEN'S BROAD AND SIMPLE SUNSHINE,/content/audios/2086-149220-0024.flac, There is a wonderful insight in Heaven's broad and simple sunshine.
2086-149220-0025,WHILE WE GIVE IT CREDIT ONLY FOR DEPICTING THE MEREST SURFACE IT ACTUALLY BRINGS OUT THE SECRET CHARACTER WITH A TRUTH THAT NO PAINTER WOULD EVER VENTURE UPON EVEN COULD HE DETECT IT,/content/audios/2086-149220-0025.flac," While we give it credit only for depicting the mirrorist's surface, it actually brings out the secret character with the truth that no painter would ever venture upon. Even could he detect it?"
2086-149220-0026,YET THE ORIGINAL WEARS TO COMMON EYES A VERY DIFFERENT EXPRESSION,/content/audios/2086-149220-0026.flac, Yet the original wares to common eyes are very different expression.
2086-149220-0027,HE EXHIBITED A DAGUERREOTYPE MINIATURE IN A MOROCCO CASE,/content/audios/2086-149220-0027.flac, He exhibited at the Garotite miniature in a Morocco case.
2086-149220-0028,PHOEBE MERELY GLANCED AT IT AND GAVE IT BACK,/content/audios/2086-149220-0028.flac, Phoebe merrily glanced at it and gave it back.
2086-149220-0029,I CAN ASSURE YOU THAT THIS IS A MODERN FACE AND ONE WHICH YOU WILL VERY PROBABLY MEET,/content/audios/2086-149220-0029.flac, I can assure you that this is a modern face and one which you will very probably meet.
2086-149220-0030,THE SUN AS YOU SEE TELLS QUITE ANOTHER STORY AND WILL NOT BE COAXED OUT OF IT AFTER HALF A DOZEN PATIENT ATTEMPTS ON MY PART,/content/audios/2086-149220-0030.flac," The sun, as you see, tells quite another story, and will not be coped out of it, after half a dozen patience attempts on my part."
2086-149220-0031,HERE WE HAVE THE MAN SLY SUBTLE HARD IMPERIOUS AND WITHAL COLD AS ICE LOOK AT THAT EYE,/content/audios/2086-149220-0031.flac," Here we have the man, Sly, Settle, Hard, Imperious, and with all cold as ice. Look at that eye."
2086-149220-0032,AND YET IF YOU COULD ONLY SEE THE BENIGN SMILE OF THE ORIGINAL,/content/audios/2086-149220-0032.flac," And yet, if you could only see the benign smile of the original."
2086-149220-0033,WELL I DON'T WISH TO SEE IT ANY MORE OBSERVED PHOEBE TURNING AWAY HER EYES IT IS CERTAINLY VERY LIKE THE OLD PORTRAIT,/content/audios/2086-149220-0033.flac," Well, I don't wish to see it anymore, observe Phoebe, turning away her eyes. It is certainly very like the old portrait."
2086-149220-0034,IF THE ORIGINAL IS STILL IN THE WORLD I THINK HE MIGHT DEFY THE SUN TO MAKE HIM LOOK STERN AND HARD,/content/audios/2086-149220-0034.flac," If the original is still in the world, I think he might defy the sun to make him look stern and hard."
2086-149220-0035,IS THERE NOTHING WILD IN THE EYE CONTINUED HOLGRAVE SO EARNESTLY THAT IT EMBARRASSED PHOEBE AS DID ALSO THE QUIET FREEDOM WITH WHICH HE PRESUMED ON THEIR SO RECENT ACQUAINTANCE,/content/audios/2086-149220-0035.flac," Is there nothing wild in the eye, continued wholegrave? So earnestly that it embarrassed Phoebe, as did also the quiet freedom with which she presumed on their so recent acquaintance."
2086-149220-0036,IT IS NONSENSE SAID PHOEBE A LITTLE IMPATIENTLY FOR US TO TALK ABOUT A PICTURE WHICH YOU HAVE NEVER SEEN,/content/audios/2086-149220-0036.flac," It is nonsense, said Phoebe, a little impatiently, for us to talk about a picture which you have never seen."
2086-149220-0037,SINCE YOU ARE A FRIEND OF MY COUSIN HEPZIBAH'S YOU SHOULD ASK HER TO SHOW YOU THE PICTURE,/content/audios/2086-149220-0037.flac," Since you are a friend of my cousin Hebsibos, you should ask her to show you the picture."
2086-149220-0038,SO WE WILL BE FELLOW LABORERS SOMEWHAT ON THE COMMUNITY SYSTEM,/content/audios/2086-149220-0038.flac," So we will be fellow laborers, somewhat on the community system."
2086-149220-0039,SHE DID NOT ALTOGETHER LIKE HIM,/content/audios/2086-149220-0039.flac, She did not altogether like him.
2086-149220-0040,OH REJOINED THE DAGUERREOTYPIST BECAUSE LIKE AN OLD LADY'S CUP OF TEA IT IS WATER BEWITCHED,/content/audios/2086-149220-0040.flac," Oh, rejoin the degarotipus, because like an old lady's cup of tea, it is water be witch'd."
2086-149220-0041,SHE WAS INDISTINCTLY AWARE HOWEVER THAT THE GAUNT FIGURE OF THE OLD GENTLEWOMAN WAS SITTING IN ONE OF THE STRAIGHT BACKED CHAIRS A LITTLE WITHDRAWN FROM THE WINDOW THE FAINT GLEAM OF WHICH SHOWED THE BLANCHED PALENESS OF HER CHEEK TURNED SIDEWAYS TOWARDS A CORNER,/content/audios/2086-149220-0041.flac," She was indistinctly aware, however, that the gaunt figure of the old gentlewoman was sitting in one of the straight-back chairs, a little withdrawn from the window, the faint gleam of which showed the blanched paleness of her cheek, turned sideways towards the corner."
2086-149220-0042,BUT PUT IT ON THE TABLE IN THE CORNER OF THE PASSAGE,/content/audios/2086-149220-0042.flac, but put it on the table in the corner of the passage.
2086-149220-0043,WHAT AN INSTRUMENT IS THE HUMAN VOICE,/content/audios/2086-149220-0043.flac, What an instrument is the human voice.
2086-149220-0044,HOW WONDERFULLY RESPONSIVE TO EVERY EMOTION OF THE HUMAN SOUL,/content/audios/2086-149220-0044.flac, how wonderfully responsive to every emotion of the human soul.
2086-149220-0045,FEWER WORDS THAN BEFORE BUT WITH THE SAME MYSTERIOUS MUSIC IN THEM,/content/audios/2086-149220-0045.flac," Fewer words than before, but with the same mysterious music in them."
2086-149220-0046,PRAY GO TO BED FOR I AM SURE YOU MUST NEED REST,/content/audios/2086-149220-0046.flac, Pray go to bed for I'm sure you must need rest.
2086-149220-0047,I WILL SIT IN THE PARLOR AWHILE AND COLLECT MY THOUGHTS,/content/audios/2086-149220-0047.flac, I will sit in the parlour a while and collect my thoughts.
2086-149220-0048,WHILE THUS DISMISSING HER THE MAIDEN LADY STEPT FORWARD KISSED PHOEBE AND PRESSED HER TO HER HEART WHICH BEAT AGAINST THE GIRL'S BOSOM WITH A STRONG HIGH AND TUMULTUOUS SWELL,/content/audios/2086-149220-0048.flac," While thus dismissing her, the maiden lady stepped forward, kissed Phoebe and pressed her to her heart, which beat against the girl's bosom with a strong, high and tumultuous swell."
2086-149220-0049,AT SOME UNCERTAIN PERIOD IN THE DEPTHS OF NIGHT AND AS IT WERE THROUGH THE THIN VEIL OF A DREAM SHE WAS CONSCIOUS OF A FOOTSTEP MOUNTING THE STAIRS HEAVILY BUT NOT WITH FORCE AND DECISION,/content/audios/2086-149220-0049.flac," At some uncertain period in the depths of night, and as it were through the thin veil of a dream, she was conscious of a footstep mounting the stairs heavily, but not with force and decision."
2277-149874-0000,MINNIE'S FLAT AS THE ONE FLOOR RESIDENT APARTMENTS WERE THEN BEING CALLED WAS IN A PART OF WEST VAN BUREN STREET INHABITED BY FAMILIES OF LABOURERS AND CLERKS MEN WHO HAD COME AND WERE STILL COMING WITH THE RUSH OF POPULATION POURING IN AT THE RATE OF FIFTY THOUSAND A YEAR,/content/audios/2277-149874-0000.flac," Minis Flat, as the one-floor resident apartments were then being called, was in a part of West Van Buren Street inhabited by families of laborers and clerks, men who had come and were still coming, with the rush of population pouring in at the rate of 50,000 a year."
2277-149874-0001,TO CARRIE THE SOUND OF THE LITTLE BELLS UPON THE HORSE CARS AS THEY TINKLED IN AND OUT OF HEARING WAS AS PLEASING AS IT WAS NOVEL,/content/audios/2277-149874-0001.flac, To carry the sound of the little bells upon the horse cars as they tingled in and out of hearing was as pleasing as it was novel.
2277-149874-0002,TO HIM THE PRESENCE OR ABSENCE OF HIS WIFE'S SISTER WAS A MATTER OF INDIFFERENCE,/content/audios/2277-149874-0002.flac," To him, the presence or absence of his wife's sister was a matter of indifference."
2277-149874-0003,HE WAS OF A CLEAN SAVING DISPOSITION AND HAD ALREADY PAID A NUMBER OF MONTHLY INSTALMENTS ON TWO LOTS FAR OUT ON THE WEST SIDE,/content/audios/2277-149874-0003.flac," He was of a clean, saving disposition and had already paid a number of monthly installments on two lots far out on the west side."
2277-149874-0004,HIS AMBITION WAS SOME DAY TO BUILD A HOUSE ON THEM,/content/audios/2277-149874-0004.flac, His ambition was someday to build a house on them.
2277-149874-0005,SHE HAD SOME SLIGHT GIFT OF OBSERVATION AND THAT SENSE SO RICH IN EVERY WOMAN INTUITION,/content/audios/2277-149874-0005.flac, She had some slight gift of observation and that sense so rich in every woman intuition
2277-149874-0006,THE WALLS OF THE ROOMS WERE DISCORDANTLY PAPERED,/content/audios/2277-149874-0006.flac, The walls of the rooms were discordantly papered.
2277-149874-0007,THE FLOORS WERE COVERED WITH MATTING AND THE HALL LAID WITH A THIN RAG CARPET,/content/audios/2277-149874-0007.flac, The floors were covered with matting and the hall laid with a thin rag carpet.
2277-149874-0008,THEN SHE WALKED AND SANG TO IT UNTIL HANSON DISTURBED IN HIS READING CAME AND TOOK IT,/content/audios/2277-149874-0008.flac," Then she walked and sang to it until Hanson, disturbed in his reading, came and took it."
2277-149874-0009,ONE COULD SEE THAT HE WAS VERY MUCH WRAPPED UP IN HIS OFFSPRING,/content/audios/2277-149874-0009.flac, One could see that he was very much wrapped up in his offspring.
2277-149874-0010,NOW NOW HE SAID WALKING THERE THERE AND THERE WAS A CERTAIN SWEDISH ACCENT NOTICEABLE IN HIS VOICE,/content/audios/2277-149874-0010.flac," Now, now, he said walking there there, and there was a certain Swedish accent noticeable in his voice."
2277-149874-0011,HE SEEMED TO BE THINKING OF SOMETHING ELSE,/content/audios/2277-149874-0011.flac, he seemed to be thinking of something else.
2277-149874-0012,MINNIE BEGAN TO EXPLAIN BUT HER HUSBAND TOOK THIS PART OF THE CONVERSATION TO HIMSELF,/content/audios/2277-149874-0012.flac," Many began to explain, but her husband took this part of the conversation to himself."
2277-149874-0013,YOU COULD GET HOME EASY TOO IT ISN'T VERY FAR,/content/audios/2277-149874-0013.flac, You could get home easy too. It isn't very far.
2277-149874-0014,SHE ASKED MINNIE FOR INK AND PAPER WHICH WERE UPON THE MANTEL IN THE DINING ROOM AND WHEN THE LATTER HAD GONE TO BED AT TEN GOT OUT DROUET'S CARD AND WROTE HIM,/content/audios/2277-149874-0014.flac," She asked many for ink and paper, which were upon the mantle in the dining room. And when the latter had gone to bed at 10, got out Drew's card and wrote him."
2277-149874-0015,SHE WANTED TO MAKE SOME REFERENCE TO THEIR RELATIONS UPON THE TRAIN BUT WAS TOO TIMID,/content/audios/2277-149874-0015.flac," She wanted to make some reference to their relations upon the train, but was too timid."
2277-149874-0016,ANYTHING WAS GOOD ENOUGH SO LONG AS IT PAID SAY FIVE DOLLARS A WEEK TO BEGIN WITH,/content/audios/2277-149874-0016.flac," Anything was good enough so long as it paid, say, $5 a week to begin with."
2277-149874-0017,A SHOP GIRL WAS THE DESTINY PREFIGURED FOR THE NEWCOMER,/content/audios/2277-149874-0017.flac, A shopgirl was the destiny prefigured for the newcomer.
2277-149874-0018,IT WAS UNDER SUCH AUSPICIOUS CIRCUMSTANCES THAT SHE STARTED OUT THIS MORNING TO LOOK FOR WORK,/content/audios/2277-149874-0018.flac, It was under such auspicious circumstances that she started out this morning to look for work.
2277-149874-0019,NARROW BOARD WALKS EXTENDED OUT PASSING HERE A HOUSE AND THERE A STORE AT FAR INTERVALS EVENTUALLY ENDING ON THE OPEN PRAIRIE,/content/audios/2277-149874-0019.flac," Narrow boardwalks extended out, passing here a house and their a store at far intervals, eventually ending on the open prairie."
2277-149874-0020,IT GAVE AN IMPOSING APPEARANCE TO MOST OF THE WHOLESALE HOUSES WHOSE OFFICES WERE UPON THE GROUND FLOOR AND IN PLAIN VIEW OF THE STREET,/content/audios/2277-149874-0020.flac," It gave an imposing appearance to most of the wholesale houses, whose offices were up on the ground floor and in plain view of the street."
2277-149874-0021,THESE VAST BUILDINGS WHAT WERE THEY,/content/audios/2277-149874-0021.flac," These vast buildings, what were they?"
2277-149896-0000,HE WAS IN A FEVERED STATE OF MIND OWING TO THE BLIGHT HIS WIFE'S ACTION THREATENED TO CAST UPON HIS ENTIRE FUTURE,/content/audios/2277-149896-0000.flac," He was in a fevered state of mind, owing to the blight his wife's action threatened to cast up on his entire future."
2277-149896-0001,HE WOULD HAVE TO PAY HER THE MONEY WHICH SHE WOULD NOW REGULARLY DEMAND OR THERE WOULD BE TROUBLE IT DID NOT MATTER WHAT HE DID,/content/audios/2277-149896-0001.flac," He would have to pay her the money which she would now regularly demand, or there would be trouble. It did not matter what he did."
2277-149896-0002,HURSTWOOD WALKED THE FLOOR MENTALLY ARRANGING THE CHIEF POINTS OF HIS SITUATION,/content/audios/2277-149896-0002.flac," Hurstwood walked the floor, mentally arranging the chief points of his situation."
2277-149896-0003,HE ALSO THOUGHT OF HIS MANAGERIAL POSITION,/content/audios/2277-149896-0003.flac, He also thought of his managerial position.
2277-149896-0004,HOW WOULD THE PAPERS TALK ABOUT IT,/content/audios/2277-149896-0004.flac, How would the papers talk about it?
2277-149896-0005,MANY LITTLE WRINKLES GATHERED BETWEEN HIS EYES AS HE CONTEMPLATED THIS AND HIS BROW MOISTENED,/content/audios/2277-149896-0005.flac, Many little wrinkles gathered between his eyes as he contemplated this and his brown moistened.
2277-149896-0006,HE COULD ARRANGE THAT SATISFACTORILY FOR CARRIE WOULD BE GLAD TO WAIT IF NECESSARY,/content/audios/2277-149896-0006.flac, He could arrange that satisfactory for Carrie would be glad to wait if necessary.
2277-149896-0007,HE WOULD SEE HOW THINGS TURNED OUT TO MORROW AND THEN HE WOULD TALK TO HER THEY WERE GOING TO MEET AS USUAL,/content/audios/2277-149896-0007.flac, He would see how things turned out tomorrow and then he would talk to her. They were going to meet as usual.
2277-149896-0008,FOR SOME REASON HE FELT AS IF SOMETHING MIGHT COME THAT WAY AND WAS RELIEVED WHEN ALL THE ENVELOPES HAD BEEN SCANNED AND NOTHING SUSPICIOUS NOTICED,/content/audios/2277-149896-0008.flac," For some reason, he felt as if something might come that way and was relieved when all the envelopes had been scanned and nothing suspicious noticed."
2277-149896-0009,WHILE THE DANGER HAD NOT LESSENED IT HAD NOT AS YET MATERIALISED AND WITH HIM NO NEWS WAS GOOD NEWS,/content/audios/2277-149896-0009.flac," While the danger had not lessened, it had not as yet materialized, and with him no news was good news."
2277-149896-0010,SO LITTLE DID HE CONSIDER DROUET THAT IT NEVER ONCE OCCURRED TO HIM TO WORRY ABOUT HIS FINDING OUT,/content/audios/2277-149896-0010.flac, So little did he consider Drua that it never once occurred to him to worry about his finding out.
2277-149896-0011,HE GREW RESTLESS AS HE RUMINATED AND THEN DECIDED THAT PERHAPS IT WAS NOTHING,/content/audios/2277-149896-0011.flac, He grew restless as he remininated and then decided that perhaps it was nothing.
2277-149896-0012,SHE HAD NOT BEEN ABLE TO GET AWAY THIS MORNING,/content/audios/2277-149896-0012.flac, She had not been able to get away this morning.
2277-149896-0013,HE WOULD GET ONE TO DAY IT WOULD PROBABLY BE ON HIS DESK WHEN HE GOT BACK HE WOULD LOOK FOR IT AT ONCE,/content/audios/2277-149896-0013.flac, He would get one today. It would probably be on his desk when he got back. He would look for it at once.
2277-149896-0014,AFTER A TIME HE GAVE UP WAITING AND DREARILY HEADED FOR THE MADISON CAR,/content/audios/2277-149896-0014.flac," After a time, he gave up waiting and generally headed for the Madison car."
2277-149896-0015,HE WENT IN AND EXAMINED HIS LETTERS BUT THERE WAS NOTHING FROM CARRIE,/content/audios/2277-149896-0015.flac," He went in and examined his letters, but there was nothing from Kerry."
2277-149896-0016,FORTUNATELY THERE WAS NOTHING FROM HIS WIFE EITHER,/content/audios/2277-149896-0016.flac," Fortunately, there was nothing from his wife either."
2277-149896-0017,AT ONE THIRTY HE WENT TO RECTOR'S FOR LUNCH AND WHEN HE RETURNED A MESSENGER WAS WAITING FOR HIM,/content/audios/2277-149896-0017.flac," At 130, he went to Refters for lunch, and when he returned, a messenger was waiting for him."
2277-149896-0018,HIS FIRST IMPULSE WAS TO WRITE BUT FOUR WORDS IN REPLY GO TO THE DEVIL,/content/audios/2277-149896-0018.flac, His first impulse was to write but four words in reply. Go to the devil.
2277-149896-0019,BUT HE COMPROMISED BY TELLING THE BOY THAT THERE WOULD BE NO REPLY,/content/audios/2277-149896-0019.flac, but he compromised by telling the boy that there would be no reply.
2277-149896-0020,THEN HE SAT DOWN IN HIS CHAIR AND GAZED WITHOUT SEEING CONTEMPLATING THE RESULT OF HIS WORK,/content/audios/2277-149896-0020.flac," Then he sat down in his chair and gazed without seeing, contemplating the result of his work."
2277-149896-0021,WHAT WOULD SHE DO ABOUT THAT THE CONFOUNDED WRETCH,/content/audios/2277-149896-0021.flac, What would she do about that? The confounded wretch.
2277-149896-0022,LATER HOWEVER HIS OLD DISCRETION ASSERTED ITSELF,/content/audios/2277-149896-0022.flac," Later, however, his old discretion asserted itself."
2277-149896-0023,SOMETHING HAD TO BE DONE A CLIMAX WAS NEAR AND SHE WOULD NOT SIT IDLE,/content/audios/2277-149896-0023.flac, Something had to be done. A climax was near and she would not sit idle.
2277-149896-0024,HE KNEW HER WELL ENOUGH TO KNOW THAT WHEN SHE HAD DECIDED UPON A PLAN SHE WOULD FOLLOW IT UP,/content/audios/2277-149896-0024.flac," He knew her well enough to know that when she had decided upon a plan, she would follow it up."
2277-149896-0025,HE AROSE FROM HIS CHAIR AND WENT AND LOOKED OUT INTO THE STREET,/content/audios/2277-149896-0025.flac, He arose from his chair and went and looked out into the street.
2277-149896-0026,THE LONG DRIZZLE HAD BEGUN PEDESTRIANS HAD TURNED UP COLLARS AND TROUSERS AT THE BOTTOM,/content/audios/2277-149896-0026.flac, The long drizzle had begun. Pedestrians had turned up collars and trousers at the bottom.
2277-149896-0027,HURSTWOOD ALMOST EXCLAIMED OUT LOUD AT THE INSISTENCY OF THIS THING,/content/audios/2277-149896-0027.flac, Herst would almost explain out loud at the insistency of this thing.
2277-149896-0028,HE PUT ON HIS HAT AND LOOKED AROUND FOR HIS UMBRELLA,/content/audios/2277-149896-0028.flac, He put on his hat and looked around for his umbrella.
2277-149896-0029,HE WOULD HAVE SOME ARRANGEMENT OF THIS THING,/content/audios/2277-149896-0029.flac, he would have some arrangement of this thing.
2277-149896-0030,HE BEGAN TO WISH THAT HE HAD COMPROMISED IN SOME WAY OR OTHER THAT HE HAD SENT THE MONEY PERHAPS HE COULD DO IT UP HERE,/content/audios/2277-149896-0030.flac, He began to wish that he had compromised in some way or other that he had sent the money. Perhaps he could do it up here.
2277-149896-0031,HE WOULD GO IN AND SEE ANYHOW HE WOULD HAVE NO ROW,/content/audios/2277-149896-0031.flac, He would go in and see anyhow. He would have no row.
2277-149896-0032,BY THE TIME HE REACHED HIS OWN STREET HE WAS KEENLY ALIVE TO THE DIFFICULTIES OF HIS SITUATION AND WISHED OVER AND OVER THAT SOME SOLUTION WOULD OFFER ITSELF THAT HE COULD SEE HIS WAY OUT,/content/audios/2277-149896-0032.flac," By the time he reached his own street, he was keenly alive to the difficulties of his situation, and wished over and over that some solution would offer itself, that he could see his way out."
2277-149896-0033,THEN HE RANG THE BELL NO ANSWER,/content/audios/2277-149896-0033.flac, Then he rang the bell. No answer.
2277-149896-0034,HE RANG AGAIN THIS TIME HARDER STILL NO ANSWER,/content/audios/2277-149896-0034.flac, He rang again this time harder. Still no answer.
2277-149897-0000,WHEN HURSTWOOD GOT BACK TO HIS OFFICE AGAIN HE WAS IN A GREATER QUANDARY THAN EVER,/content/audios/2277-149897-0000.flac," When Hirstwood got back to his office again, he was in a greater quandary than ever."
2277-149897-0001,HE COULD HARDLY REALISE HOW IT HAD ALL COME ABOUT,/content/audios/2277-149897-0001.flac, He could hardly realize how it'd all come about.
2277-149897-0002,NO LETTER HAD COME NO WORD OF ANY KIND AND YET HERE IT WAS LATE IN THE EVENING AND SHE HAD AGREED TO MEET HIM THAT MORNING,/content/audios/2277-149897-0002.flac," No letter had come, no word of any kind, and yet here it was late in the evening, and she had agreed to meet him that morning."
2277-149897-0003,HE SAW THAT IN THE EXCITEMENT OF RECENT EVENTS HE HAD NOT FORMULATED A PLAN UPON THAT SCORE,/content/audios/2277-149897-0003.flac," He saw that in the excitement of recent events, he had not formulated a plan upon that score."
2277-149897-0004,HE WAS GETTING SOME VAGUE COMFORT OUT OF A GOOD CIGAR BUT IT WAS NO PANACEA FOR THE ILL WHICH AFFECTED HIM,/content/audios/2277-149897-0004.flac," He was getting some big comfort out of a good cigar, but it was no penetra for the ill which affected him."
2277-149897-0005,IT WAS WITH GREAT OPPOSITION AFTER TWO OR THREE HOURS OF THE MOST URGENT MENTAL AFFIRMATION AND DENIAL THAT AT LAST HE GOT AN ENVELOPE PLACED IN IT THE REQUESTED AMOUNT AND SLOWLY SEALED IT UP,/content/audios/2277-149897-0005.flac, It was with great opposition after two or three hours of the most urgent mental affirmation in denial that at last he got a envelope placed in it the requested amount and slowly sealed it up.
2277-149897-0006,THEN HE CALLED HARRY THE BOY OF ALL WORK AROUND THE PLACE,/content/audios/2277-149897-0006.flac," Then he called Harry, the boy of all work around the place."
2277-149897-0007,YOU TAKE THIS TO THIS ADDRESS HE SAID HANDING HIM THE ENVELOPE AND GIVE IT TO MISSUS HURSTWOOD YES SIR SAID THE BOY,/content/audios/2277-149897-0007.flac," You take this to this address,"" he said, handing him the envelope, and give it to Mrs. Hurstwood. Yes, sir,"" said the boy."
2277-149897-0008,ANY ANSWER I GUESS NOT,/content/audios/2277-149897-0008.flac, Any answer? I guess not.
2277-149897-0009,THE BOY HASTENED AWAY AND THE MANAGER FELL TO HIS MUSINGS,/content/audios/2277-149897-0009.flac, The boy hastened away and the manager fell to his musings.
2277-149897-0010,HE WAS BEATEN FOR TO NIGHT AND HE MIGHT JUST AS WELL MAKE THE BEST OF IT,/content/audios/2277-149897-0010.flac, He was beaten for tonight and he might just as well make the best of it.
2277-149897-0011,SHE WOULD TAKE THE ENVELOPE AND KNOW THAT SHE HAD TRIUMPHED,/content/audios/2277-149897-0011.flac, She would take the envelope and know that she had triumphed.
2277-149897-0012,IF HE ONLY HAD THAT LETTER BACK HE WOULDN'T SEND IT,/content/audios/2277-149897-0012.flac," If he only had that letter back, he wouldn't send it."
2277-149897-0013,FOR RELIEF HE AROSE AND JOINED IN CONVERSATION WITH A FEW FRIENDS WHO WERE DRINKING,/content/audios/2277-149897-0013.flac," For relief, he arose and joined in the conversation with a few friends who were drinking."
